acq_id,registration_datetime,acquisition_datetime,data_ecosystem,instrument,instrument_model,modalities_in_study,operator,data_source,sample_id,sample_type,session_id,primary_kind,primary_file_name,original_name,file_format,file_size_mb,file_count,canonical_path,checksum_present,extended_metadata_present,project_hint,ingest_config,notes
ACQ-20251016-MRI-008,2026-05-27T20:21:07Z,2025-10-16T10:33:30.831+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-008.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/19,,1.4,40,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-008/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 19, animal m17, recon 1,3)"
ACQ-20251016-MRI-009,2026-05-27T20:21:09Z,2025-10-16T11:25:35.163+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-009.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/20,,0.7,20,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-009/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FLOWMAP exam 20, animal m17, recon 1)"
ACQ-20251016-MRI-010,2026-05-27T20:21:11Z,2025-10-16T10:37:12.911+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-010.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/21,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-010/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 21, animal m17, recon 1,3)"
ACQ-20251016-MRI-011,2026-05-27T20:21:12Z,2025-10-16T10:40:54.762+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-011.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/22,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-011/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 22, animal m17, recon 1,3)"
ACQ-20251016-MRI-012,2026-05-27T20:21:14Z,2025-10-16T10:44:36.659+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-012.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/23,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-012/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 23, animal m17, recon 1,3)"
ACQ-20251016-MRI-013,2026-05-27T20:21:17Z,2025-10-16T10:48:18.706+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-013.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/24,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-013/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 24, animal m17, recon 1,3)"
ACQ-20251016-MRI-014,2026-05-27T20:21:19Z,2025-10-16T10:52:00.555+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-014.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/25,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-014/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 25, animal m17, recon 1,3)"
ACQ-20251016-MRI-015,2026-05-27T20:21:21Z,2025-10-16T10:55:42.579+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-015.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/26,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-015/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 26, animal m17, recon 1,3)"
ACQ-20251016-MRI-016,2026-05-27T20:21:23Z,2025-10-16T10:59:24.587+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-016.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/27,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-016/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 27, animal m17, recon 1,3)"
ACQ-20251016-MRI-017,2026-05-27T20:21:26Z,2025-10-16T11:03:06.624+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-017.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/28,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-017/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 28, animal m17, recon 1,3)"
ACQ-20251016-MRI-018,2026-05-27T20:21:28Z,2025-10-16T11:06:48.681+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m17_0424,organism,jrc_251016_m17_0424,folder,ACQ-20251016-MRI-018.data,20251016_083822_jrc_251016_m17_0424_jrc_251016_m17_0424_1_1/29,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-018/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 29, animal m17, recon 1,3)"
ACQ-20251016-MRI-019,2026-05-27T20:21:30Z,2025-10-16T11:50:09.568+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-019.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/1,,0.6,9,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-019/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 1, animal m18, recon 1)"
ACQ-20251016-MRI-020,2026-05-27T20:21:33Z,2025-10-16T12:23:33.221+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-020.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/10,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-020/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 10, animal m18, recon 1,3)"
ACQ-20251016-MRI-021,2026-05-27T20:21:35Z,2025-10-16T12:27:15.240+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-021.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/11,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-021/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 11, animal m18, recon 1,3)"
ACQ-20251016-MRI-022,2026-05-27T20:21:37Z,2025-10-16T12:30:57.439+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-022.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/12,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-022/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 12, animal m18, recon 1,3)"
ACQ-20251016-MRI-023,2026-05-27T20:21:39Z,2025-10-16T12:34:39.478+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-023.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/13,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-023/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 13, animal m18, recon 1,3)"
ACQ-20251016-MRI-024,2026-05-27T20:21:41Z,2025-10-16T12:38:21.270+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-024.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/14,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-024/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 14, animal m18, recon 1,3)"
ACQ-20251016-MRI-025,2026-05-27T20:21:43Z,2025-10-16T12:42:03.388+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-025.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/15,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-025/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 15, animal m18, recon 1,3)"
ACQ-20251016-MRI-026,2026-05-27T20:21:45Z,2025-10-16T12:45:45.416+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-026.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/16,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-026/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 16, animal m18, recon 1,3)"
ACQ-20251016-MRI-027,2026-05-27T20:21:47Z,2025-10-16T12:49:27.531+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-027.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/17,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-027/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 17, animal m18, recon 1,3)"
ACQ-20251016-MRI-028,2026-05-27T20:21:49Z,2025-10-16T12:53:09.415+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-028.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/18,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-028/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 18, animal m18, recon 1,3)"
ACQ-20251016-MRI-029,2026-05-27T20:21:50Z,2025-10-16T12:56:51.520+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-029.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/19,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-029/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 19, animal m18, recon 1,3)"
ACQ-20251016-MRI-030,2026-05-27T20:21:53Z,2025-10-16T11:53:05.294+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-030.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/2,,0.2,3,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-030/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 2, animal m18, recon 1)"
ACQ-20251016-MRI-031,2026-05-27T20:21:55Z,2025-10-16T13:00:33.456+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-031.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/20,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-031/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 20, animal m18, recon 1,3)"
ACQ-20251016-MRI-032,2026-05-27T20:21:57Z,2025-10-16T11:54:54.111+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-032.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/3,,0.2,3,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-032/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 3, animal m18, recon 1)"
ACQ-20251016-MRI-033,2026-05-27T20:21:59Z,2025-10-16T11:56:32.784+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-033.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/4,,0.2,3,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-033/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 4, animal m18, recon 1)"
ACQ-20251016-MRI-034,2026-05-27T20:22:01Z,2025-10-16T12:01:01.683+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-034.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/6,,1.0,15,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-034/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 6, animal m18, recon 1)"
ACQ-20251016-MRI-035,2026-05-27T20:22:02Z,2025-10-16T12:02:48.135+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-035.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/7,,0.3,4,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-035/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 7, animal m18, recon 1)"
ACQ-20251016-MRI-036,2026-05-27T20:22:04Z,2025-10-16T12:06:57.379+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-036.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/8,,1.4,40,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-036/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 8, animal m18, recon 1,3)"
ACQ-20251016-MRI-037,2026-05-27T20:22:07Z,2025-10-16T12:19:09.794+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m18_0424,organism,jrc_251016_m18_0424,folder,ACQ-20251016-MRI-037.data,20251016_113428_jrc_251016_m18_0424_jrc_251016_m18_0424_1_1/9,,0.7,20,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-037/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FLOWMAP exam 9, animal m18, recon 1)"
ACQ-20251016-MRI-038,2026-05-27T20:22:08Z,2025-10-16T14:13:23.707+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-038.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/10,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-038/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 10, animal m19, recon 1,3)"
ACQ-20251016-MRI-039,2026-05-27T20:22:09Z,2025-10-16T14:17:05.680+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-039.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/11,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-039/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 11, animal m19, recon 1,3)"
ACQ-20251016-MRI-040,2026-05-27T20:22:11Z,2025-10-16T14:20:47.695+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-040.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/12,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-040/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 12, animal m19, recon 1,3)"
ACQ-20251016-MRI-041,2026-05-27T20:22:12Z,2025-10-16T14:24:29.930+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-041.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/13,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-041/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 13, animal m19, recon 1,3)"
ACQ-20251016-MRI-042,2026-05-27T20:22:14Z,2025-10-16T14:28:12.063+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-042.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/14,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-042/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 14, animal m19, recon 1,3)"
ACQ-20251016-MRI-043,2026-05-27T20:22:15Z,2025-10-16T14:31:54.238+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-043.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/15,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-043/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 15, animal m19, recon 1,3)"
ACQ-20251016-MRI-044,2026-05-27T20:22:17Z,2025-10-16T14:35:36.361+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-044.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/16,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-044/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 16, animal m19, recon 1,3)"
ACQ-20251016-MRI-045,2026-05-27T20:22:19Z,2025-10-16T14:39:18.460+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-045.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/17,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-045/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 17, animal m19, recon 1,3)"
ACQ-20251016-MRI-046,2026-05-27T20:22:21Z,2025-10-16T14:43:00.652+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-046.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/18,,2.0,30,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-046/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:IgFLASH exam 18, animal m19, recon 1,3)"
ACQ-20251016-MRI-047,2026-05-27T20:22:23Z,2025-10-16T13:33:24.629+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-047.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/2,,0.6,9,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-047/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 2, animal m19, recon 1)"
ACQ-20251016-MRI-048,2026-05-27T20:22:25Z,2025-10-16T13:36:18.238+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-048.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/3,,0.2,3,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-048/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 3, animal m19, recon 1)"
ACQ-20251016-MRI-049,2026-05-27T20:22:26Z,2025-10-16T13:37:59.380+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-049.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/4,,0.2,3,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-049/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 4, animal m19, recon 1)"
ACQ-20251016-MRI-050,2026-05-27T20:22:28Z,2025-10-16T13:39:34.776+02:00,DICOM,MRI,Bruker BioSpec 7T,MR,NMR-platform,internal,jrc_251016_m19_0424,organism,jrc_251016_m19_0424,folder,ACQ-20251016-MRI-050.data,20251016_130640_jrc_251016_m19_0424_jrc_251016_m19_0424_1_1/5,,0.2,3,/raw/DICOM/2025/2025-10/ACQ-20251016-MRI-050/,Y,Y,PROJ-0004,tools/configs/mri_bruker_20251016_TEST.yaml,"TEST INGEST 2026-05-27 v2 REDO - purge after team exhibition (internal MRI Bruker:FcFLASH exam 5, animal m19, recon 1)"
